Job_Title,Location,machine_learning,hadoop,tableau,lat,long
"Senior Analyst, People Analytics & Insights",CA,0,1,1,36.778259,-119.417931
Talent Management Strategic Workforce Planning Data Analyst/...,MD,0,0,0,39.045753,-76.641273
Work Force Analytics Analyst,NY,0,0,0,43,-75
Product Manager - Data & Analytics,FL,0,0,0,27.994402,-81.760254
"VP, Digital Analytics: Senior Data Analyst",NY,0,1,0,43,-75
MGR DATA SCIENCE AND ANALYTICS,GA,1,0,1,33.247875,-83.441162
Senior Data Analyst - Internal Audit,CO,0,0,0,39.113014,-105.358887
Head of eBusiness Analytics and Data Science,MO,1,0,0,38.573936,-92.60376
Senior Epic Reporting and Data Analyst,IN,0,0,0,40.273502,-86.126976
Trading Data Analytics Consultant,NY,0,0,0,43,-75
Data Analyst - VP - CIB Treasury Services,NY,0,1,0,43,-75
"Director, Product - Data & Analytics",CA,1,0,1,36.778259,-119.417931
Talent Management Strategic Workforce Planning Data Analyst/...,VA,0,0,0,44,-72.699997
Senior Data Analyst,NY,0,0,0,43,-75
Technical Data Analyst,NJ,0,0,1,39.833851,-74.871826
Senior Data Analyst,NY,0,1,1,43,-75
SQL + Oracle EBS Data Analyst,TX,0,0,0,31,-100
Analytics - Vice President,MD,0,0,0,39.045753,-76.641273
Manager - Data Analytics Platforms,MA,0,0,1,45.376584,-68.972168
Lead SAP Master Data Analyst,OH,0,0,0,40.367474,-82.996216
"Director, Product - Data & Analytics",CA,1,0,1,36.778259,-119.417931
"Senior Business Analyst, US Retail Business Analytics",CA,0,0,0,36.778259,-119.417931
Director - Data & Analytics,CA,0,0,0,36.778259,-119.417931
Technology and Data Analyst - Associate Director (Ratings Ri...,NY,1,0,1,43,-75
Assistant Vice President (Analytics),CT,0,0,0,41.599998,-72.699997
"Director Product Data Science and Analytics, Advertising",CA,0,0,0,36.778259,-119.417931
"Solution Analyst - Healthcare Analytics & Delivery, New Vent...",NY,1,1,1,43,-75
"Director, Data Science & Analytics",CA,1,0,0,36.778259,-119.417931
"Director, Advanced Analytics - Talent Analytics",MA,0,0,0,45.376584,-68.972168
"SENIOR ANALYST, MARKETING ANALYTICS",IL,0,0,1,40,-89
Head of Commercial Data & Analytics,NC,0,0,0,35.782169,-80.793457
"Big Data Architect, Analytics",VA,0,1,0,44,-72.699997
Associate Actuary (Claims Analytics),VA,0,0,0,44,-72.699997
Director Data & Analytics Digital Media,NY,0,0,1,43,-75
"Tableau Business Intelligence Analyst, Lead",VA,0,0,1,44,-72.699997
Financial Crimes Data Analyst,NY,1,0,1,43,-75
"Director, eCommerce Optimization & Analytics",MA,0,0,0,45.376584,-68.972168
Director of Business Intelligence and Analytics,FL,0,0,1,27.994402,-81.760254
Senior Manager of Data & Analytics,CA,0,0,1,36.778259,-119.417931
Head of Analytics,NY,1,0,0,43,-75
"Director, Marketing Analytics",NC,0,0,0,35.782169,-80.793457
"Group Manager, Digital Marketing Data Science and Analytics",CA,0,0,0,36.778259,-119.417931
"Analytics Business Partner, Market Intelligence",CA,0,0,1,36.778259,-119.417931
"Director, Product Analytics",CA,1,0,0,36.778259,-119.417931
Analytics & Insights Manager,CA,0,0,0,36.778259,-119.417931
Associate Actuary (Claims Analytics),FL,0,0,0,27.994402,-81.760254
"Director, Client Analytics",IL,0,0,0,40,-89
"VP, Analytics",CA,0,0,1,36.778259,-119.417931
Project Lead Big Data Analytics,CA,0,1,1,36.778259,-119.417931
Product Manager - Analytics Data Platform,CA,1,1,0,36.778259,-119.417931
"Director, Digital &Travel Operations Analytics",FL,0,0,0,27.994402,-81.760254
System Director Analytics,IN,1,0,0,40.273502,-86.126976
Head of Sales Strategy & Analytics - Quip,CA,0,0,1,36.778259,-119.417931
Associate Actuary (Claims Analytics),AZ,0,0,0,34.048927,-11.093735
Associate Actuary (Claims Analytics),TX,0,0,0,31,-100
Associate Actuary (Claims Analytics),CO,0,0,0,39.113014,-105.358887
"Group Manager, Accountant Segment Data Science and Analytics",CA,0,0,0,36.778259,-119.417931
Associate Actuary (Claims Analytics),TX,0,0,0,31,-100
Marketing Data Analyst (6 month contract),CA,0,0,0,36.778259,-119.417931
"VP, IT Data & Analytics",FL,0,0,0,27.994402,-81.760254
"VP, Data Analytics & Insights",NJ,1,0,0,39.833851,-74.871826
"Director, Data & Analytics",NY,0,0,0,43,-75
"SVP/VP, Analytics",NY,0,0,0,43,-75
VP of Analytics,CA,0,0,0,36.778259,-119.417931
Data Analytics Developer,NY,1,1,1,43,-75
"Sr. Director, Data & Analytics",CA,0,0,0,36.778259,-119.417931
VP Analytics,NY,0,0,1,43,-75
"Director, Data Science & Analytics",CA,1,0,0,36.778259,-119.417931
Digital Consultant (Wharton Bus Analytics Career Expo),NY,1,0,0,43,-75
"Principal Quantitative Analyst, Advanced Analytics- New York...",NY,1,0,0,43,-75
"VP, Hotel Analytics",CT,0,0,0,41.599998,-72.699997
Executive Director of Analytics and Insights,TN,0,0,0,35.860119,-86.660156
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",WA,0,0,0,47.751076,-120.740135
"Director, Business Operations & Analytics",CA,0,0,0,36.778259,-119.417931
"Vice President, Marketing Analytics Research & Data Science",CA,1,1,0,36.778259,-119.417931
Head of Global Security Business Intelligence and Analytics,CA,0,0,0,36.778259,-119.417931
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",CA,0,0,0,36.778259,-119.417931
"VP, Strategy & Analytics- Executive Programs - Strategy Inno...",CT,0,0,0,41.599998,-72.699997
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",CA,0,0,0,36.778259,-119.417931
"AVP, Investment Analytics",MA,0,0,0,45.376584,-68.972168
"Delivery Manager, Data Analytics",OH,0,1,1,40.367474,-82.996216
Director Strategic Business Analytics - Global Integrated Kn...,OR,0,0,1,44,-120.5
Sr. Business Analytics Manager - Data Science,NY,1,0,0,43,-75
"Director, Data Science, Analytics and Reporting",NC,1,1,0,35.782169,-80.793457
SVP of Marketing Analytics and Strategy - Specialty Retailer,CA,1,0,0,36.778259,-119.417931
"Managing Director, Automotive Analytics",VA,0,0,0,44,-72.699997
"Head of Restaurant Growth Analytics and Insights, Uber Eats...",CA,0,0,0,36.778259,-119.417931
VP Digital Analytics,NY,0,0,0,43,-75
VP Advanced Analytics,NY,1,0,0,43,-75
"Senior Product Manager, Analytics",CA,0,0,0,36.778259,-119.417931
"Manager, Analytics Consulting",CA,0,1,1,36.778259,-119.417931
VP Marketing Analytics,TN,0,0,0,35.860119,-86.660156
SAP Concur - Sr. Director Product Analytics,WA,1,0,0,47.751076,-120.740135
Head of Category Analytics,NY,0,0,0,43,-75
"Client Asset Analytics Lead, VP",MA,0,0,0,45.376584,-68.972168
VP Marketing Analytics,TX,0,0,0,31,-100
"Director, Digital Analytics - Fashion Brand",CA,0,0,1,36.778259,-119.417931
Global Head Resource Management & Analytics,NY,0,0,0,43,-75
VP Marketing Analytics,NY,0,0,0,43,-75
"Managing Director, Analytics & Innovation",CA,1,0,0,36.778259,-119.417931
"Director, Digital Analytics - Fashion Brand",CA,0,0,1,36.778259,-119.417931
"Analytics Senior Manager, Ads",NY,0,1,1,43,-75
Senior Business Analytics Manager,CA,0,0,0,36.778259,-119.417931
Analytics Strategy & Transformation Senior Manager,TX,1,0,0,31,-100
"Manager, Advanced Analytics",NY,1,1,0,43,-75
"Senior Manager II, Site Analytics",CA,0,0,0,36.778259,-119.417931
CCB Risk - Risk Analytics - Strategic Analytics - Vice Presi...,OH,0,1,0,40.367474,-82.996216
VP Decision Analytics,TX,0,1,0,31,-100
"Business Director, Sales Performance, Reporting & Analytics",VA,0,0,0,44,-72.699997
Director of Sales & Marketing Analytics & Planning,MA,0,0,0,45.376584,-68.972168
"Sr. Director, Digital Marketing Analytics",IL,0,0,0,40,-89
Director of Customer Analytics,GA,0,0,0,33.247875,-83.441162
Senior Director of Advanced Analytics,NY,0,0,0,43,-75
Director of Product Analytics - Ecommerce,CA,0,0,0,36.778259,-119.417931
"Director, US Business Intelligence and Analytics, Cambridge,...",MA,0,0,1,45.376584,-68.972168
"Resources Analytics Advisory, Senior Manager",NY,1,0,0,43,-75
"Senior Director, Provider Access & Trade Analytics",PA,0,0,0,41.203323,-77.194527
"Director of Technology & Analytics, Irvine, CA",CA,1,1,0,36.778259,-119.417931
CCB F&BM Chase Merchant Services Pricing & Analytics Executi...,NJ,0,0,0,39.833851,-74.871826
Product Analytics Principal Manager,CA,0,0,0,36.778259,-119.417931
Director of Analytics - Healthcare,IN,0,0,0,40.273502,-86.126976
PM/BA - Banking IT Risk / Ops Risk - Tableau - Up to $650/da...,NY,0,0,1,43,-75
CCB F&BM Chase Merchant Services Pricing & Analytics Executi...,DE,0,0,0,39,-75.5
Analytics High Value Consulting Senior Manager - Consumer Go...,GA,0,0,0,33.247875,-83.441162
Analytics High Value Consulting Senior Manager - Consumer Go...,NY,0,0,0,43,-75
Go-to-Market Analytics Senior Manager - Products Industry,NJ,0,0,0,39.833851,-74.871826
Analytics High Value Consulting Senior Manager - Consumer Go...,CA,0,0,0,36.778259,-119.417931
IBM GBS Cognitive & Analytics Senior Consultant – Public Sec...,DC,1,1,0,47.751076,-120.740135
"Medical Director, Clinical Products - Healthcare Analytics,...",NY,0,0,0,43,-75
Advanced Tax Analytics & Innovation Director,NY,1,0,0,43,-75
"Director, Analytics",CA,0,0,1,36.778259,-119.417931
"Vice President, Data Analyst",CA,0,0,0,36.778259,-119.417931
Director of Analytics,NY,0,0,0,43,-75
"VP, Analytics",NY,0,0,0,43,-75
"Sales Specialist (data, news, analytics solutions)",NY,0,0,0,43,-75
Director of Analytics Technology in Oregon,WA,0,0,0,47.751076,-120.740135
Director of Technology Analytics,OR,0,0,0,44,-120.5
Geospatial Data Engineer,FL,0,0,0,27.994402,-81.760254
"Data Engineer, Baseball Operations",NY,0,0,0,43,-75
Data Engineer,IA,0,0,0,40.273502,-86.126976
Junior Data Engineer,NJ,0,0,0,39.833851,-74.871826
Entry Level Data Engineer,WI,1,0,0,44.5,-89.5
Data Engineer - Hockey Operations,MA,1,0,0,45.376584,-68.972168
Data Engineer,NY,0,0,0,43,-75
Data Engineer,NC,0,0,0,35.782169,-80.793457
Data Engineer Co-op (Spring 2019),SC,0,0,0,33.836082,-81.163727
Data Engineer I,KS,0,0,1,38.5,-98
Data Engineer I,MN,0,0,0,45.376584,-68.972168
"Data Engineer, Hockey Operations - Boston Bruins (Full Time)",MA,1,0,0,45.376584,-68.972168
Data Engineer,CA,0,0,1,36.778259,-119.417931
513 EWS USRL Junior Mission Data Engineer,FL,0,0,0,27.994402,-81.760254
Data Engineer,KY,0,0,0,37.839333,-84.27002
Data Engineer Intern,WI,1,0,0,44.5,-89.5
Software Data Engineer Internship,IN,0,0,0,40.273502,-86.126976
Research and Development Data Engineer Internship,OH,0,0,0,40.367474,-82.996216
Data Engineer II,CA,0,0,1,36.778259,-119.417931
Data Engineer in Information Delivery Group,CA,1,1,1,36.778259,-119.417931
Data Engineer - Analytics,IN,0,0,0,40.273502,-86.126976
Tech Services Data Engineer - Assoc,FL,1,0,1,27.994402,-81.760254
Data Engineering Operator,VA,0,0,0,44,-72.699997
Junior Data Engineer,CT,0,0,0,41.599998,-72.699997
Tech Services Data Engineer - Assoc,FL,1,0,1,27.994402,-81.760254
Data Engineer,IA,0,0,0,40.273502,-86.126976
LAN/WAN Data Engineer,CO,0,0,0,39.113014,-105.358887
Data Engineer II,NH,0,0,0,44,-71.5
Data Engineer I,PA,0,0,0,41.203323,-77.194527
Big Data Engineer,CA,0,0,0,36.778259,-119.417931
Data Engineer,IL,0,0,1,40,-89
"Data Engineer, Analytics - Tableau",NC,0,0,1,35.782169,-80.793457
Data Engineer,NC,0,1,0,35.782169,-80.793457
SQL and Data Engineer,CA,0,0,1,36.778259,-119.417931
Data Engineer,CO,0,1,0,39.113014,-105.358887
Data Engineer,TX,0,1,0,31,-100
Data Engineer,TX,0,1,0,31,-100
Data Engineer,WI,0,0,1,44.5,-89.5
Data Engineer,MI,0,1,0,44.182205,-84.506836
SQL Developer/Data Engineer,NJ,0,0,0,39.833851,-74.871826
Network/Data Engineer,GA,0,0,0,33.247875,-83.441162
Data Engineer,MA,0,0,0,45.376584,-68.972168
Data Engineer - Informatica Data Quality,TX,0,0,0,31,-100
Data Engineer,OH,0,0,0,40.367474,-82.996216
Data Engineer/Developer (Merchandising Solutions),FL,0,0,0,27.994402,-81.760254
Data Engineer Senior,NH,0,0,0,44,-71.5
Data Engineer,MA,0,1,0,45.376584,-68.972168
Manufacturing Data Engineer,TN,0,0,0,35.860119,-86.660156
Data Engineer,CO,0,0,0,39.113014,-105.358887
Data Engineer - Tech Services,CA,0,1,0,36.778259,-119.417931
Data Engineer,OH,0,1,0,40.367474,-82.996216
Data Engineer,AL,0,0,0,32.31823,-86.902298
Data Engineer,VA,0,1,1,44,-72.699997
BI Data Engineer,GA,0,0,1,33.247875,-83.441162
Data Engineer,CO,0,0,1,39.113014,-105.358887
Data Engineer/SQL Developer,OR,0,0,1,44,-120.5
Data Engineer I,VA,0,0,0,44,-72.699997
Data Engineer,MI,0,0,0,44.182205,-84.506836
Data Engineer,IN,0,0,0,40.273502,-86.126976
Product Master Data Engineer,TX,0,0,0,31,-100
Product Master Data Engineer,TX,0,0,0,31,-100
Data Engineer,PA,0,1,0,41.203323,-77.194527
Advanced Analytics Data Engineer,MI,1,0,0,44.182205,-84.506836
Data Engineer,VA,1,1,0,44,-72.699997
Data Engineer,NE,1,1,0,41.5,-100
Data Engineer,ME,0,0,0,45.376584,-68.972168
Data Engineer II,MN,0,0,0,45.376584,-68.972168
Data Engineer,WI,0,0,1,44.5,-89.5
"Data Engineer, People Analytics",NC,0,0,1,35.782169,-80.793457
Data Engineer,KS,0,0,0,38.5,-98
Data Engineer,ME,0,0,0,45.376584,-68.972168
Federal - Data Engineer,VA,0,0,0,44,-72.699997
Research and Development Data Engineer,OH,0,0,0,40.367474,-82.996216
"Data Engineer, People Analytics",NC,0,0,1,35.782169,-80.793457
Data Engineer II,GA,0,0,0,33.247875,-83.441162
Data Engineer,OH,0,0,0,40.367474,-82.996216
Application DBA/Data Engineer,CT,0,0,0,41.599998,-72.699997
Big Data Engineer Consultant,AZ,0,1,1,34.048927,-11.093735
Data Engineer,FL,0,0,0,27.994402,-81.760254
Data Engineer,CT,0,1,0,41.599998,-72.699997
Data Engineer,NV,0,1,1,39.876019,-117.224121
Big Data Engineer,PA,0,1,0,41.203323,-77.194527
Big Data Engineer,PA,0,1,0,41.203323,-77.194527
"Cabling Data Engineer, Critical Data Ctr (Night Shift)",CO,0,0,0,39.113014,-105.358887
Data Engineer,PA,0,0,0,41.203323,-77.194527
"Data Engineer, Mid",VA,0,0,0,44,-72.699997
Data Engineer,OH,0,0,0,40.367474,-82.996216
Big Data Engineer Consultant,CO,0,1,1,39.113014,-105.358887
Database Administrator/Data Engineer,MI,0,0,1,44.182205,-84.506836
Big Data Engineer Consultant,WA,0,1,1,47.751076,-120.740135
Software Data Engineer I,UT,0,0,0,39.41922,-11.950684
Data Engineer,PA,0,1,0,41.203323,-77.194527
Data Engineer,OH,0,0,0,40.367474,-82.996216
Data Engineer,PA,0,1,0,41.203323,-77.194527
Data Engineer,PA,0,0,1,41.203323,-77.194527
Big Data Engineer Consultant,GA,0,1,1,33.247875,-83.441162
Data Engineer,CT,0,1,0,41.599998,-72.699997
Data Engineer III - Informatics,IN,0,0,0,40.273502,-86.126976
Master Data Engineer,MD,0,0,1,39.045753,-76.641273
"IP & Data Engineer - NC52557439 - Colorado Springs, CO",CO,0,0,0,39.113014,-105.358887
Big Data Engineer Consultant,OH,0,1,1,40.367474,-82.996216
Big Data Engineer Consultant,TX,0,1,1,31,-100
Clinical Data Engineer,MA,1,0,0,45.376584,-68.972168
Big Data Engineer Consultant,TX,0,1,1,31,-100
Data Engineer,VA,0,1,1,44,-72.699997
"Data Engineer, HPS Technical Operations",IL,0,0,0,40,-89
"Data Engineer, HPS Technical Operations",IL,0,0,0,40,-89
Big Data Engineer Consultant,IL,0,1,1,40,-89
Data Engineer – PSJH,OR,0,1,0,44,-120.5
Mission Data Engineer,GA,0,0,0,33.247875,-83.441162
"Data Engineer, IT Admin Support, Google Cloud",CA,1,1,0,36.778259,-119.417931
Big Data Engineer Consultant,MN,0,1,1,45.376584,-68.972168
IT Product Master Data Engineer,TX,0,0,0,31,-100
Data Engineer III - Infrastructure Operations,AZ,0,0,1,34.048927,-11.093735
"Big Data Engineer II, Data Integration",IA,0,0,0,40.273502,-86.126976
Data Engineer II,PA,0,1,0,41.203323,-77.194527
Data Engineer SME,WV,0,0,0,39,-80.5
Data Engineer (IT - Managed Care),MD,0,1,0,39.045753,-76.641273
Senior HR Data Engineer,CA,0,0,0,36.778259,-119.417931
"Data Engineer (Work Location: Grand Rapids, MI)",MI,0,0,0,44.182205,-84.506836
Lead Data Engineer,CT,0,1,0,41.599998,-72.699997
Storage Performance Data Engineering Intern,CO,0,0,0,39.113014,-105.358887
Data Engineer I (seeking the December 2018 graduate; start d...,CA,0,0,0,36.778259,-119.417931
Big Data Engineer - Bachelors (Full Time) – United States,CA,0,1,0,36.778259,-119.417931
ML/Data Engineer,TX,0,0,0,31,-100
Data Engineer,MI,1,1,0,44.182205,-84.506836
Big Data Engineer - Masters (Full Time) – United States,CA,0,1,0,36.778259,-119.417931
"Data Engineer, Analytics (WhatsApp)",CA,0,0,0,36.778259,-119.417931
E-Discovery Data Engineer,CA,0,0,0,36.778259,-119.417931
Data Engineer,IL,0,0,0,40,-89
Data Engineer,IA,0,1,0,40.273502,-86.126976
Big Data Engineer,IN,1,1,0,40.273502,-86.126976
Data Engineer,WA,0,0,0,47.751076,-120.740135
Automated Driving Test Data Engineer,MI,0,0,0,44.182205,-84.506836
Data Engineer,AZ,1,1,0,34.048927,-11.093735
Data Engineer,CA,0,0,0,36.778259,-119.417931
"Data Engineer, People Analytics",NY,0,0,0,43,-75
ML/Data Engineer,TX,0,0,0,31,-100
Data Engineer,DC,0,0,0,47.751076,-120.740135
"Data Engineer, Analytics",CA,0,1,0,36.778259,-119.417931
Data Engineer (JetBlue Travel Products),FL,0,0,0,27.994402,-81.760254
Data Engineer,MA,0,0,0,45.376584,-68.972168
Data Engineer : 18-03269,TX,0,0,0,31,-100
Intermediate Data Engineer - Nike Technology,OR,0,1,0,44,-120.5
Data Engineer,CA,1,0,0,36.778259,-119.417931
Data Engineer,MA,0,0,0,45.376584,-68.972168
Data Engineer,MD,0,0,0,39.045753,-76.641273
Data Engineer,TX,0,1,1,31,-100
DATA ENGINEER,CA,0,0,0,36.778259,-119.417931
Data Engineer,MA,0,0,0,45.376584,-68.972168
Associate Data Engineer,MA,0,0,1,45.376584,-68.972168
Data Engineer,CA,0,1,0,36.778259,-119.417931
DATA ENGINEER,MD,0,0,0,39.045753,-76.641273
"Data Engineer, Building 8",CA,0,1,0,36.778259,-119.417931
Big Data Engineer,NJ,1,1,0,39.833851,-74.871826
Data Engineer,NV,0,0,0,39.876019,-117.224121
Data Engineer,GA,0,1,1,33.247875,-83.441162
Data Engineer,CA,0,0,0,36.778259,-119.417931
"Data Engineer ∞ (Maplewood, MN)",MN,0,0,0,45.376584,-68.972168
BI & DW Data Engineer,SC,0,0,1,33.836082,-81.163727
Data Engineer,LA,0,1,0,30.39183,-92.329102
Associate Data Engineer,MA,0,0,1,,
Data Engineer,MD,0,1,0,39.045753,-76.641273
"Data Engineer, Infra Product Analytics",CA,0,0,0,36.778259,-119.417931
Data Engineer,NV,0,0,0,39.876019,-117.224121
Data Engineer,MT,0,0,1,46.96526,-109.533691
Data Engineer,ND,0,0,0,47.650589,-100.437012
Data Engineer,IL,0,1,0,40,-89
Sr. Data Engineer,IA,0,0,0,40.273502,-86.126976
Intermediate Data Engineer,IA,0,1,0,40.273502,-86.126976
Sr. Big Data Engineer,AZ,1,1,1,34.048927,-11.093735
Data Engineer,NY,1,0,0,43,-75
Big Data Engineer,MN,1,1,0,45.376584,-68.972168
"Data Engineer, Analytics",CA,0,1,0,36.778259,-119.417931
"Data Engineer, Analytics",CA,0,1,0,36.778259,-119.417931
Data Engineer,CA,0,1,1,36.778259,-119.417931
Data Engineer,CA,0,0,0,36.778259,-119.417931
Data Engineer,AZ,0,1,0,34.048927,-11.093735
Customer Data Engineer I - US,TX,0,1,0,31,-100
Data Engineer,CO,0,1,0,39.113014,-105.358887
Data Engineer,FL,0,0,0,27.994402,-81.760254
Data Engineer,CA,1,0,0,36.778259,-119.417931
Data Engineer,FL,0,0,0,27.994402,-81.760254
Data Engineer - Infrastructure,CA,0,0,0,36.778259,-119.417931
Data Engineer,IL,0,0,0,40,-89
Data Engineer,NC,0,0,0,35.782169,-80.793457
Big Data Engineer,AZ,0,1,1,34.048927,-11.093735
BI Data Engineer,NC,0,0,0,35.782169,-80.793457
Data Engineer,IL,0,0,0,40,-89
Data Engineer,MO,1,1,0,38.573936,-92.60376
Data Engineer,OK,1,1,0,36.084621,-96.921387
Data Engineer,NJ,0,1,0,39.833851,-74.871826
Data Engineer,TX,0,0,0,31,-100
Customer Data Engineer I - ObjectRocket,TX,0,1,0,31,-100
Search Engine Data Engineer,CA,0,0,0,36.778259,-119.417931
Data Engineer - Deep Learning,PA,1,0,0,41.203323,-77.194527
"Data Engineer, Business Intelligence and Analytics",MI,1,0,0,44.182205,-84.506836
Data Engineer,UT,0,1,0,39.41922,-11.950684
Data Engineer,NY,0,0,0,43,-75
Data Engineer,CO,0,0,0,39.113014,-105.358887
Data Engineer,MD,0,0,0,39.045753,-76.641273
Data Engineer,TN,0,1,1,35.860119,-86.660156
Scientific Data Engineer,CA,1,0,0,36.778259,-119.417931
Big Data Engineer,MA,1,1,0,,
Data Engineer,IL,0,0,0,40,-89
DATA ENGINEER,FL,0,1,0,27.994402,-81.760254
Data Engineer,OH,0,1,0,40.367474,-82.996216
Data Engineer,WI,0,0,1,44.5,-89.5
Data Engineer,UT,1,1,0,39.41922,-11.950684
Data Engineer,AL,0,0,0,32.31823,-86.902298
Watson Health - Data Engineer,MA,1,0,0,,
Data Engineer,TX,1,0,0,31,-100
Data Engineer,FL,0,0,0,27.994402,-81.760254
Data Engineer,CA,0,0,0,36.778259,-119.417931
Big Data Engineer,IL,0,1,1,40,-89
Data Engineer,NY,0,0,0,43,-75
Data Engineer II,WI,0,0,1,44.5,-89.5
Data Engineer,CO,0,0,0,39.113014,-105.358887
Data Engineer 3,CA,0,0,0,36.778259,-119.417931
Data Engineer,CA,1,0,0,36.778259,-119.417931
Data Engineer,UT,1,0,0,39.41922,-11.950684
BI Data Engineer,NC,0,0,0,35.782169,-80.793457
Data Engineer,TX,0,1,0,31,-100
Data Engineer,RI,0,0,0,41.700001,-71.5
Data Engineer,OR,0,0,0,,
Data Engineer,CA,0,0,0,36.778259,-119.417931
Data Engineer,TX,0,0,0,31,-100
Data Engineer,MI,0,1,0,44.182205,-84.506836
Data Engineer,PA,0,0,1,41.203323,-77.194527
Senior Data Engineer,TX,0,1,0,31,-100
Big Data Engineer,NC,0,1,1,35.782169,-80.793457
Data Engineer,TX,0,1,0,31,-100
Data Engineer II,WI,0,0,1,44.5,-89.5
Big Data Engineer,CO,0,1,1,39.113014,-105.358887
Data Engineer,CO,0,0,1,39.113014,-105.358887
Data Engineer,OH,0,1,0,40.367474,-82.996216
Data Engineer,NC,0,0,0,35.782169,-80.793457
"Data Engineer, Automation Controls Engineering",CA,1,0,0,36.778259,-119.417931
Big Data Engineer,WA,0,1,1,47.751076,-120.740135
Data Engineer 3,AZ,0,1,1,34.048927,-11.093735
Big Data Engineer,DC,0,1,0,47.751076,-120.740135
"Data Engineer, IdentityAI",TX,1,0,0,31,-100
Big Data Engineer,TX,0,1,0,31,-100
Big Data Engineer,IL,0,1,0,40,-89
"Data Engineer, MDM",PA,0,0,0,41.203323,-77.194527
Data Engineer,IL,0,1,0,40,-89
Data Engineer,IN,0,0,0,40.273502,-86.126976
LE Big Data Engineer,CA,0,1,0,36.778259,-119.417931
"Principal Data Engineer, OCI",WA,0,0,0,47.751076,-120.740135
Data Engineer,NY,0,1,0,43,-75
Data Engineer,MO,0,1,0,38.573936,-92.60376
Data Engineer II,MA,0,0,0,,
Data Engineer,VA,1,1,0,44,-72.699997
Data Engineer,VA,0,0,0,44,-72.699997
Azure Big Data Engineer,OH,0,1,0,40.367474,-82.996216
Big Data Engineer,MD,0,0,0,39.045753,-76.641273
Arity - Big Data Engineer,IL,0,1,0,40,-89
Data Engineer,NJ,0,0,0,39.833851,-74.871826
Data Engineer,IL,0,0,0,40,-89
Data Engineer,MI,1,1,0,44.182205,-84.506836
Data Engineer,CA,1,0,1,36.778259,-119.417931
Big Data Engineer,IL,0,1,0,40,-89
Data Engineer,TX,0,0,1,31,-100
Data Engineer,CA,0,0,0,36.778259,-119.417931
Data Engineer,MD,0,1,1,39.045753,-76.641273
Big Data Developer/Data Engineer,NJ,0,1,0,39.833851,-74.871826
Data Engineer- Project Hire,CA,0,0,0,36.778259,-119.417931
Data Engineer,WI,0,1,0,44.5,-89.5
Data Engineer,IL,0,1,0,40,-89
Arity - Big Data Engineer,IL,0,1,0,40,-89
Data Engineer,IL,0,0,0,40,-89
Data Engineer (m/f) – Germany,OR,0,0,1,,
Software & Data Engineer,WA,0,0,0,47.751076,-120.740135
Machine Learning Big Data Engineer,AZ,1,1,0,34.048927,-11.093735
"Data Engineer - Raleigh Durham, NC",NC,0,1,1,35.782169,-80.793457
Data Engineer,NC,0,1,0,35.782169,-80.793457
Data Engineer,TX,1,0,1,31,-100
Data Engineer (Hbase & Spark),TX,1,1,0,31,-100
Data Engineer,OH,0,0,0,40.367474,-82.996216
Data Engineer,IA,0,0,0,40.273502,-86.126976
Big Data Engineer,PA,0,1,0,41.203323,-77.194527
DATA ENGINEER,IL,0,1,0,40,-89
Data Engineer,IL,0,1,0,40,-89
Data Engineer,NJ,0,0,1,39.833851,-74.871826
Data Engineer,MD,0,1,0,39.045753,-76.641273
Data Engineer,NC,0,1,0,35.782169,-80.793457
Genomic Data Engineer,TN,0,0,0,35.860119,-86.660156
Data Engineer,OH,0,0,0,40.367474,-82.996216
16th EWS Mssion Data Engineer,FL,0,0,0,27.994402,-81.760254
Big Data Engineer,IL,0,1,0,40,-89
Big Data Engineer,IL,0,1,0,40,-89
"Data Engineer, Zoro Tools",IL,1,0,1,40,-89
Big Data Engineer,IL,0,1,0,40,-89
Big Data Engineer,IL,0,1,0,40,-89
Data Engineer,DE,0,1,0,39,-75.5
Data Engineer,MA,0,0,1,,
Big Data Engineer,IL,0,1,0,40,-89
Data Engineer – PSJH,CA,0,1,0,36.778259,-119.417931
Data Engineer,VA,0,0,0,44,-72.699997
Big Data Engineer,CT,0,1,0,41.599998,-72.699997
Cloud Data Engineer,TX,0,0,0,31,-100
Data Engineer,WA,0,0,0,47.751076,-120.740135
Big Data Engineer Consultant,TX,0,1,1,31,-100
Big Data Engineer,NC,0,1,0,35.782169,-80.793457
DATA ENGINEER I - INSTITUTE FOR GENOMICS & MULTI-SCALE BIOLO...,NY,0,0,0,43,-75
Big Data Engineer,CT,0,1,0,41.599998,-72.699997
Data Engineer,NY,1,0,0,43,-75
Big Data Engineer,FL,0,1,0,27.994402,-81.760254
Junior Data Engineer- ML and AI,CA,1,1,0,36.778259,-119.417931
Data Engineer – PSJH,WA,0,1,0,47.751076,-120.740135
Data Engineer,MD,1,1,0,39.045753,-76.641273
Data Engineer,NC,0,1,0,35.782169,-80.793457
Lead Data Engineer,NY,0,1,0,43,-75
Cloud Data Engineer,CO,0,0,0,39.113014,-105.358887
Associate Principal Engineer- Data Engineer,NJ,0,0,0,39.833851,-74.871826
Big Data Engineer Consultant,DC,0,1,1,47.751076,-120.740135
